Timestamp: 2026-02-01 10:21:24
symbol,kite_token,breeze_code,priority,rsi,timestamp
COALINDIA,5215745,COALIN,5,24.25,2026-02-01 10:21:00
AUBANK,5436929,AUSMA,5,21.60,2026-02-01 10:21:00
SBILIFE,5582849,SBILIF,5,20.35,2026-02-01 10:21:00
AADHARHFC,6074625,AADHOS,5,15.21,2026-02-01 10:21:00
FIRSTCRY,6352385,BRASOL,5,17.70,2026-02-01 10:21:00
ECOSMOBLTY,6415361,ECOMOB,5,23.17,2026-02-01 10:21:00
TRITURBINE,6549505,TRITUR,5,12.52,2026-02-01 10:21:00
APLAPOLLO,6599681,APLAPO,5,19.08,2026-02-01 10:21:00
BLACKBUCK,6948865,ZINLOG,5,22.49,2026-02-01 10:21:00
SAILIFE,7126785,SAILIF,5,11.44,2026-02-01 10:21:00
ITCHOTELS,7488257,ITCHOT,5,18.89,2026-02-01 10:21:00
SAMMAANCAP,7712001,INDHO,5,14.63,2026-02-01 10:21:00
AEGISVOPAK,193878017,AEGVOP,5,24.29,2026-02-01 10:21:00
JSWCEMENT,194165761,JSWCEM,5,22.62,2026-02-01 10:21:00
GKENERGY,194316289,GKENEL,5,21.22,2026-02-01 10:21:00
URBANCO,194325505,URBCOM,5,7.77,2026-02-01 10:21:00
SHRINGARMS,194327809,SHRHOU,5,16.84,2026-02-01 10:18:00
GEMAROMA,194422017,GEMARO,5,15.45,2026-02-01 10:21:00
EMMVEE,194490369,EMMPHO,5,23.12,2026-02-01 10:21:00
GROWW,194510337,BILGAR,5,17.80,2026-02-01 10:21:00
PINELABS,194513921,PINLAB,5,11.49,2026-02-01 10:21:00
CSSL,194596609,CLESER,5,5.20,2026-02-01 10:21:00
LGEINDIA,194614529,LGELEC,5,14.47,2026-02-01 10:21:00
PARKHOSPS,194649857,PARMED,5,24.09,2026-02-01 10:21:00
ICICIAMC,194664193,ICIAMC,5,19.43,2026-02-01 10:21:00
SHADOWFAX,194936065,SHATEC,5,8.62,2026-02-01 10:21:00

Timestamp: 2026-02-01 10:17:48
symbol,kite_token,breeze_code,priority,rsi,timestamp
AARTIIND,1793,AARIND,5,9.82,2026-02-01 10:15:00
ADANIENT,6401,ADAENT,5,22.00,2026-02-01 10:15:00
NAM-INDIA,91393,RELNIP,5,24.88,2026-02-01 10:15:00
GRAPHITE,151553,CAREVE,5,12.47,2026-02-01 10:15:00
CHOLAFIN,175361,CHOINV,5,22.44,2026-02-01 10:15:00
GRASIM,315393,GRASIM,5,20.16,2026-02-01 10:15:00
AMBUJACEM,325121,AMBCE,5,16.20,2026-02-01 10:15:00
INFY,408065,INFTEC,5,16.31,2026-02-01 10:15:00
IOC,415745,INDOIL,5,20.08,2026-02-01 10:15:00
ITC,424961,ITC,5,22.93,2026-02-01 10:15:00
RAMCOCEM,523009,RAMCEM,5,9.36,2026-02-01 10:15:00
MFSL,548353,MAXFIN,5,15.00,2026-02-01 10:15:00
MRPL,584449,MRPL,5,10.07,2026-02-01 10:15:00
RALLIS,720897,RALIND,5,23.90,2026-02-01 10:15:00
NAZARA,764673,NAZTEC,5,20.00,2026-02-01 10:15:00
TORNTPHARM,900609,TORPHA,5,20.57,2026-02-01 10:15:00
VOLTAS,951809,VOLTAS,5,23.47,2026-02-01 10:15:00
CUBEXTUB,1040385,CUBTUB,5,17.15,2026-02-01 10:15:00
CREDITACC,1131777,CREGRA,5,16.06,2026-02-01 10:15:00
SHYAMMETL,1201409,SHYMET,5,19.64,2026-02-01 10:15:00
BANKINDIA,1214721,BANIND,5,20.91,2026-02-01 10:15:00
GRSE,1401601,GARREA,5,11.93,2026-02-01 10:15:00
ACUTAAS,1427969,AMIORG,5,21.18,2026-02-01 10:15:00
J&KBANK,1442049,JAMKAS,5,22.37,2026-02-01 10:15:00
PAYTM,1716481,ONE97,5,23.75,2026-02-01 10:15:00
STAR,1887745,STRSHA,5,17.48,2026-02-01 10:15:00
ZENTEC,1922049,ZENTEC,5,15.34,2026-02-01 10:15:00
GAEL,2259969,GUJAE,5,20.67,2026-02-01 10:15:00
UNITDSPR,2674433,UNISPI,5,13.50,2026-02-01 10:15:00
GUJGASLTD,2713345,GUJGA,5,16.12,2026-02-01 10:15:00
GRMOVER,2782977,GRMOVE,5,23.42,2026-02-01 10:15:00
RADICO,2813441,RADKHA,5,4.91,2026-02-01 10:15:00
ANNAPURNA,2866689,ANNSWA,5,1.30,2026-02-01 10:15:00
JSL,2876417,JINSTA,5,19.13,2026-02-01 10:15:00
IGL,2883073,INDGAS,5,9.94,2026-02-01 10:15:00
BIOCON,2911489,BIOCON,5,10.49,2026-02-01 10:15:00
IIFL,3023105,IIFHOL,5,21.51,2026-02-01 10:15:00
GRANULES,3039233,GRANUL,5,19.19,2026-02-01 10:15:00
IIFLCAPS,3346433,IIFSEC,5,16.48,2026-02-01 10:15:00
EKC,3351297,EVEKAN,5,14.14,2026-02-01 10:15:00
KEC,3394561,KECIN,5,14.05,2026-02-01 10:15:00
ANANTRAJ,3486721,ANARAJ,5,18.63,2026-02-01 10:15:00
JMFINANCIL,3491073,JMFINA,5,20.17,2026-02-01 10:15:00
DCBBANK,3513601,DCB,5,9.84,2026-02-01 10:15:00
TANLA,3577857,TANSOL,5,16.22,2026-02-01 10:15:00
HUBTOWN,3635969,HUBLIM,5,22.38,2026-02-01 10:15:00
VIYASH,3659777,SEQSCI,5,23.50,2026-02-01 10:15:00
PHOENIXLTD,3725313,PHOMIL,5,18.52,2026-02-01 10:15:00
BAJAJELEC,3848705,BAJELE,5,16.71,2026-02-01 10:15:00
EDELWEISS,3870465,EDEFIN,5,19.12,2026-02-01 10:15:00
BRIGADE,3887105,BRIENT,5,19.77,2026-02-01 10:15:00
VGUARD,3932673,VGUARD,5,10.24,2026-02-01 10:15:00
MANKIND,3937281,MAPHA,5,15.92,2026-02-01 10:15:00
BAJAJFINSV,4268801,BAFINS,5,21.50,2026-02-01 10:15:00
SENCO,4421377,SENGOL,5,23.03,2026-02-01 10:15:00
CUPID,4741121,CUPRUB,5,14.87,2026-02-01 10:15:00
KALAMANDIR,4801281,SAISIK,5,15.05,2026-02-01 10:15:00
MANAPPURAM,4879617,MANAFI,5,22.95,2026-02-01 10:15:00
BAJAJCON,4999937,BAJCOR,5,24.21,2026-02-01 10:15:00
MUFIN,5064449,APMFIN,5,10.60,2026-02-01 10:15:00
FEDFINA,5202433,FEDFIN,5,9.20,2026-02-01 10:15:00
CGCL,5204225,CAPGLO,5,16.97,2026-02-01 10:15:00
AUBANK,5436929,AUSMA,5,21.39,2026-02-01 10:15:00
SBILIFE,5582849,SBILIF,5,18.90,2026-02-01 10:15:00
AADHARHFC,6074625,AADHOS,5,15.45,2026-02-01 10:15:00
FIRSTCRY,6352385,BRASOL,5,15.89,2026-02-01 10:15:00
ECOSMOBLTY,6415361,ECOMOB,5,22.55,2026-02-01 10:15:00
TRITURBINE,6549505,TRITUR,5,12.83,2026-02-01 10:15:00
INDOTHAI,6555649,INDTHA,5,24.52,2026-02-01 10:15:00
APLAPOLLO,6599681,APLAPO,5,20.19,2026-02-01 10:15:00
BLACKBUCK,6948865,ZINLOG,5,23.69,2026-02-01 10:15:00
SAILIFE,7126785,SAILIF,5,10.78,2026-02-01 10:15:00
ITCHOTELS,7488257,ITCHOT,5,19.66,2026-02-01 10:15:00
SAMMAANCAP,7712001,INDHO,5,12.47,2026-02-01 10:15:00
AEGISVOPAK,193878017,AEGVOP,5,24.40,2026-02-01 10:15:00
JSWCEMENT,194165761,JSWCEM,5,20.21,2026-02-01 10:15:00
GKENERGY,194316289,GKENEL,5,20.56,2026-02-01 10:15:00
URBANCO,194325505,URBCOM,5,7.66,2026-02-01 10:15:00
SHRINGARMS,194327809,SHRHOU,5,15.67,2026-02-01 10:15:00
GEMAROMA,194422017,GEMARO,5,15.71,2026-02-01 10:15:00
EMMVEE,194490369,EMMPHO,5,23.93,2026-02-01 10:15:00
GROWW,194510337,BILGAR,5,16.46,2026-02-01 10:15:00
PINELABS,194513921,PINLAB,5,10.94,2026-02-01 10:15:00
CSSL,194596609,CLESER,5,5.20,2026-02-01 10:15:00
LGEINDIA,194614529,LGELEC,5,12.64,2026-02-01 10:15:00
PARKHOSPS,194649857,PARMED,5,21.61,2026-02-01 10:15:00
ICICIAMC,194664193,ICIAMC,5,17.23,2026-02-01 10:15:00
SHADOWFAX,194936065,SHATEC,5,8.52,2026-02-01 10:15:00

Timestamp: 2026-02-01 10:14:14

Timestamp: 2026-02-01 10:10:39

Timestamp: 2026-02-01 10:07:05

Timestamp: 2026-02-01 10:03:27

Timestamp: 2026-02-01 09:59:51

Timestamp: 2026-02-01 09:56:16

Timestamp: 2026-02-01 09:52:39

Timestamp: 2026-02-01 09:49:05

Timestamp: 2026-02-01 09:45:31

Timestamp: 2026-02-01 09:41:56

Timestamp: 2026-02-01 09:38:23

Timestamp: 2026-02-01 09:34:47

Timestamp: 2026-02-01 09:31:09

Timestamp: 2026-02-01 09:27:35

Timestamp: 2026-02-01 09:24:01

Timestamp: 2026-02-01 09:20:27

Timestamp: 2026-02-01 09:16:51

